Manufacturer,Category,Screen_Size,RAM,GPU,Weight,Screen_resolution,IPS_Panel,Retina_Display,Touchscreen,Quad_HD_plus,GHz,Intel,AMD,Storage_Size,Storage_Size2,Storage_Type,Storage_Type2,os,Weight_KG,Price
Lenovo,Notebook,15.6,8,Nvidia GeForce 940MX,2.3kg,1920x1080,0,0,0,0,2.5,1,0,128GB,1TB,SSD ,HDD,Windows - 10,2.3,218476.19999999998
HP,Notebook,15.6,4,Intel HD Graphics 520,1.86kg,1920x1080,0,0,0,0,2.0,1,0,1TB,NaN,HDD,NaN,Windows - 10,1.86,125110.2
Lenovo,Notebook,13.3,8,Intel HD Graphics 620,1.1kg,1920x1080,1,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.1,266493.0
Dell,Ultrabook,13.3,16,Intel UHD Graphics 620,1.21kg,3840x2160,1,0,1,0,1.8,1,0,1TB,NaN,SSD,NaN,Windows - 10,1.21,66663.3
MSI,Gaming,15.6,16,Nvidia GeForce GTX 1070,2.8kg,1920x1080,1,0,0,0,2.8,1,0,256GB,1TB,SSD ,HDD,Windows - 10,2.8,55992.9
Acer,Notebook,15.6,8,AMD Radeon R5,2.23kg,1920x1080,0,0,0,0,2.2,0,1,256GB,NaN,SSD,NaN,Windows - 10,2.23,125110.2
Asus,2 in 1 Convertible,11.6,2,Intel HD Graphics 500,1.1kg,1366x768,0,0,1,0,1.1,1,0,32GB,NaN,Flash Storage,NaN,Windows - 10,1.1,73359.0
Dell,Notebook,15.6,8,AMD Radeon 530,2.33kg,1920x1080,0,0,0,0,1.6,1,0,128GB,1TB,SSD ,HDD,Windows - 10,2.33,225145.19999999998
HP,2 in 1 Convertible,13.3,16,Intel UHD Graphics 620,1.29kg,3840x2160,1,0,1,0,1.8,1,0,1TB,NaN,SSD,NaN,Windows - 10,1.29,65329.5
Lenovo,Notebook,13.3,4,Intel HD Graphics 510,1.45kg,1366x768,0,0,0,0,1.6,1,0,16GB,NaN,Flash Storage,NaN,Chrome OS,1.45,122682.9
HP,Notebook,14.0,8,Intel HD Graphics 620,1.95kg,1920x1080,0,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.95,261424.8
Acer,Notebook,11.6,4,Intel HD Graphics 405,1.4kg,1366x768,0,0,0,0,1.6,1,0,128GB,NaN,Flash Storage,NaN,Windows - 10,1.4,129378.59999999999
HP,Notebook,14.0,8,Intel HD Graphics 620,1.48kg,1920x1080,0,0,0,0,2.7,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.48,34465.2
Lenovo,Notebook,17.3,4,Nvidia GeForce 920MX,2.79kg,1600x900,0,0,0,0,2.5,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.79,157121.4
Asus,Notebook,14.0,8,Intel HD Graphics 620,2kg,1920x1080,0,0,0,0,2.7,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.0,291835.2
HP,Notebook,15.6,8,Intel UHD Graphics 620,2.1kg,1366x768,1,0,0,0,1.8,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.1,240617.4
Acer,Notebook,15.6,8,AMD Radeon RX 540,2.2kg,1366x768,0,0,0,0,2.7,0,1,256GB,NaN,SSD,NaN,Windows - 10,2.2,175794.6
Lenovo,Notebook,14.0,4,Intel HD Graphics 500,1.44kg,1366x768,0,0,0,0,1.1,1,0,32GB,NaN,Flash Storage,NaN,Windows - 10,1.44,77893.8
Acer,Notebook,15.6,6,Intel HD Graphics 620,2.23kg,1366x768,0,0,0,0,2.5,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.23,146451.0
Asus,Ultrabook,15.6,8,Nvidia GeForce 940MX,1.7kg,1920x1080,0,0,0,0,2.7,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.7,280071.3
HP,Ultrabook,12.5,8,Intel HD Graphics 620,1.26kg,1920x1080,0,0,0,0,2.7,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.26,35612.4
Dell,Notebook,15.6,32,Nvidia GeForce GTX 1050,2.06kg,3840x2160,0,0,1,0,2.8,1,0,1TB,NaN,SSD,NaN,Windows - 10,2.06,70397.7
MSI,Gaming,17.3,8,Nvidia GeForce GTX 1050 Ti,2.7kg,1920x1080,0,0,0,0,2.8,1,0,256GB,1TB,SSD ,HDD,Windows - 10,2.7,31984.5
Toshiba,Notebook,15.6,8,Intel HD Graphics 620,2.0kg,1920x1080,1,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.0,251554.5
Asus,Notebook,14.0,8,Intel HD Graphics 620,2kg,1920x1080,0,0,0,0,2.7,1,0,256GB,1TB,SSD ,HDD,Windows - 10,2.0,35585.7
Lenovo,Notebook,15.6,4,Intel HD Graphics 520,1.85kg,1920x1080,0,0,0,0,2.0,1,0,1TB,NaN,HDD,NaN,Windows - 10,1.85,119775.0
Asus,Gaming,15.6,8,Nvidia GeForce GTX 1050,2.5kg,1920x1080,0,0,0,0,2.8,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.5,266493.0
HP,Notebook,14.0,8,Intel HD Graphics 620,1.48kg,1920x1080,0,0,0,0,2.6,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.48,33825.0
Dell,Ultrabook,15.6,8,Nvidia GeForce 940MX,1.9kg,1920x1080,1,0,0,0,1.6,1,0,128GB,1TB,SSD ,HDD,Windows - 10,1.9,279831.0
HP,Notebook,15.6,8,Intel HD Graphics 620,1.84kg,1920x1080,0,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.84,30517.199999999997
Asus,Notebook,15.6,4,Intel HD Graphics 500,2kg,1366x768,0,0,0,0,1.1,1,0,1TB,NaN,HDD,NaN,Linux,2.0,73356.3
Dell,Notebook,15.6,8,Nvidia GeForce 940MX,2kg,1920x1080,0,0,0,0,1.6,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.0,30483.899999999998
Dell,Notebook,15.6,4,Intel HD Graphics,2.2kg,1366x768,0,0,0,0,1.6,1,0,500GB,NaN,HDD,NaN,Linux,2.2,73332.3
Lenovo,Notebook,15.6,12,AMD Radeon 530,2.2kg,1920x1080,0,0,0,0,3.6,0,1,2TB,NaN,HDD,NaN,Windows - 10,2.2,239817.0
HP,Notebook,15.6,8,Nvidia GeForce 930MX ,2.1kg,1920x1080,1,0,0,0,2.4,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.1,191000.1
Lenovo,2 in 1 Convertible,13.9,16,Intel UHD Graphics 620,1.4kg,3840x2160,1,0,1,0,1.8,1,0,512GB,NaN,SSD,NaN,Windows - 10,1.4,55992.9
Dell,Ultrabook,13.3,8,Intel UHD Graphics 620,1.2kg,1920x1080,0,0,0,0,1.8,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.2,42121.2
Lenovo,Gaming,15.6,16,Nvidia GeForce GTX 1050 Ti,2.4kg,1920x1080,1,0,0,0,2.8,1,0,256GB,2TB,SSD ,HDD,Windows - 10,2.4,30117.0
HP,Notebook,14.0,2,Intel HD Graphics 400,1.44kg,1366x768,0,0,0,0,1.6,1,0,32GB,NaN,Flash Storage,NaN,Windows - 10,1.44,74425.8
Dell,Ultrabook,15.6,16,Intel UHD Graphics 620,1.88kg,1920x1080,0,0,0,0,1.9,1,0,512GB,256GB,SSD ,SSD,Windows - 10,1.88,42893.7
Asus,2 in 1 Convertible,11.6,4,Intel HD Graphics 500,1.5kg,1366x768,0,0,1,0,1.1,1,0,32GB,NaN,Flash Storage,NaN,Windows - 10,1.5,100035.0
Dell,Ultrabook,15.6,8,AMD Radeon 530,1.9kg,1920x1080,0,0,0,0,1.6,1,0,1TB,NaN,HDD,NaN,Windows - 10,1.9,176861.69999999998
Dell,Notebook,15.6,16,Nvidia GeForce GTX 1050,2.06kg,3840x2160,0,0,1,0,2.8,1,0,512GB,NaN,SSD,NaN,Windows - 10,2.06,54083.4
HP,Notebook,15.6,8,Intel HD Graphics 620,1.84kg,1920x1080,0,0,0,0,2.7,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.84,34785.299999999996
MSI,Gaming,17.3,8,Nvidia GeForce GTX 1060,2.7kg,1920x1080,0,0,0,0,2.8,1,0,128GB,1TB,SSD ,HDD,Windows - 10,2.7,37586.4
HP,Workstation,15.6,8,Nvidia Quadro M1200,2.6kg,1920x1080,0,0,0,0,2.8,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.6,46369.799999999996
Toshiba,Notebook,15.6,16,Nvidia GeForce 930M,2.4kg,1920x1080,1,0,0,0,2.5,1,0,512GB,NaN,SSD,NaN,Windows - 10,2.4,37426.2
Dell,Notebook,15.6,8,AMD Radeon 530,2.02kg,1920x1080,0,0,0,0,1.8,1,0,128GB,2TB,SSD ,HDD,Windows - 10,2.02,258997.19999999998
Lenovo,Notebook,15.6,4,Intel HD Graphics 500,2.2kg,1366x768,0,0,0,0,1.1,1,0,1TB,NaN,HDD,NaN,No OS,2.2,85893.9
Dell,Gaming,15.6,8,Nvidia GeForce GTX 1050,2.65kg,1920x1080,0,0,0,0,2.5,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.65,266493.0
Dell,Notebook,15.6,8,Intel HD Graphics 620,2.36kg,1366x768,0,0,1,0,2.5,1,0,2TB,NaN,HDD,NaN,Windows - 10,2.36,148683.9
Dell,Notebook,14.0,8,Intel HD Graphics 620,1.36kg,1920x1080,0,0,0,0,2.6,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.36,38066.4
HP,Notebook,15.6,4,Intel HD Graphics 520,1.86kg,1366x768,0,0,0,0,2.0,1,0,500GB,NaN,HDD,NaN,Windows - 10,1.86,117107.4
Asus,Notebook,14.0,8,Intel HD Graphics 620,2kg,1920x1080,0,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.0,252088.19999999998
Lenovo,Notebook,17.3,6,Nvidia GeForce GTX 940MX,2.8kg,1600x900,0,0,0,0,2.5,1,0,128GB,1TB,SSD ,HDD,Windows - 10,2.8,191800.19999999998
HP,Notebook,15.6,8,Intel HD Graphics 620,1.86kg,1920x1080,0,0,0,0,2.5,1,0,1TB,NaN,HDD,NaN,Windows - 10,1.86,170459.4
Lenovo,Notebook,15.6,8,Nvidia GeForce 920MX ,2.2kg,1366x768,0,0,0,0,2.0,1,0,256GB,NaN,SSD,NaN,No OS,2.2,133113.0
HP,Notebook,15.6,8,Intel HD Graphics 405,2.04kg,1366x768,0,0,0,0,1.6,1,0,2TB,NaN,HDD,NaN,Windows - 10,2.04,103769.4
Dell,Notebook,17.3,8,AMD Radeon 530,2.8kg,1920x1080,0,0,0,0,1.6,1,0,128GB,1TB,SSD ,HDD,Windows - 10,2.8,289434.6
Lenovo,Gaming,15.6,8,Nvidia GeForce GTX 1050,2.4kg,1920x1080,1,0,0,0,2.5,1,0,128GB,1TB,SSD ,HDD,No OS,2.4,215808.6
Dell,Notebook,15.6,8,AMD Radeon R7 M445,2.33kg,1920x1080,0,0,0,0,2.7,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.33,239817.0
HP,Ultrabook,14.0,8,Intel HD Graphics 620,1.36kg,1920x1080,1,0,0,0,2.7,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.36,46683.0
Asus,2 in 1 Convertible,15.6,12,Nvidia GeForce GT 940MX,2.26kg,1920x1080,0,0,1,0,2.7,1,0,512GB,2TB,SSD ,HDD,Windows - 10,2.26,293169.0
Acer,Notebook,15.6,4,AMD Radeon R5,2.1kg,1366x768,0,0,0,0,3.0,0,1,128GB,NaN,SSD,NaN,Windows - 10,2.1,113639.7
Asus,Gaming,17.3,16,AMD Radeon RX 580,3.25kg,1920x1080,1,0,0,0,3.0,0,1,256GB,1TB,SSD ,HDD,Windows - 10,3.25,58660.5
Lenovo,Notebook,17.3,4,AMD Radeon R5,2.6kg,1600x900,0,0,0,0,2.2,0,1,128GB,NaN,SSD,NaN,Windows - 10,2.6,130445.4
Dell,2 in 1 Convertible,13.3,8,Intel UHD Graphics 620,1.62kg,1920x1080,0,0,1,0,1.8,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.62,231816.9
HP,Notebook,15.6,4,AMD Radeon R5,1.91kg,1920x1080,0,0,0,0,3.0,0,1,256GB,NaN,SSD,NaN,Windows - 10,1.91,130442.7
Lenovo,Netbook,11.6,4,Intel HD Graphics 500,1.59kg,1366x768,1,0,0,0,1.1,1,0,128GB,NaN,SSD,NaN,Windows - 10,1.59,147518.1
Dell,Notebook,15.6,4,Intel HD Graphics 400,1.8kg,1366x768,0,0,0,0,1.6,1,0,500GB,NaN,HDD,NaN,Windows - 10,1.8,82428.59999999999
Asus,Notebook,14.0,4,Intel HD Graphics 500,1.5kg,1366x768,0,0,0,0,1.1,1,0,32GB,NaN,Flash Storage,NaN,Windows - 10,1.5,76293.3
Acer,Notebook,15.6,8,Nvidia GeForce GTX 1050,2.4kg,1920x1080,0,0,0,0,2.8,1,0,1TB,NaN,HDD,NaN,Linux,2.4,225678.9
HP,Gaming,17.3,8,Nvidia GeForce GTX 1050,3.35kg,1920x1080,1,0,0,0,2.8,1,0,128GB,1TB,SSD ,HDD,Windows - 10,3.35,31770.899999999998
Lenovo,Notebook,15.6,4,Intel HD Graphics 520,1.85kg,1920x1080,0,0,0,0,2.0,1,0,128GB,NaN,SSD,NaN,No OS,1.85,107637.59999999999
Asus,Gaming,15.6,8,Nvidia GeForce GTX 1060,2.3kg,1920x1080,1,0,0,0,2.8,1,0,128GB,1TB,SSD ,HDD,Windows - 10,2.3,44148.6
Lenovo,Notebook,14.0,8,Nvidia GeForce 940MX,1.5kg,1920x1080,1,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.5,293169.0
Asus,Ultrabook,13.3,16,Intel HD Graphics 620,1.1kg,1920x1080,0,0,1,0,2.7,1,0,512GB,NaN,SSD,NaN,Windows - 10,1.1,46653.6
Lenovo,Ultrabook,14.0,8,Intel HD Graphics 620,1.13kg,2560x1440,1,0,0,0,2.7,1,0,512GB,NaN,SSD,NaN,Windows - 10,1.13,60874.5
Lenovo,Notebook,13.3,4,Intel HD Graphics 620,1.5kg,1920x1080,1,0,0,0,2.4,1,0,128GB,NaN,SSD,NaN,Windows - 10,1.5,146451.0
Dell,Workstation,15.6,8,AMD FirePro W5130M,2.23kg,1920x1080,0,0,0,0,2.6,1,0,500GB,NaN,HDD,NaN,Windows - 10,2.23,36519.299999999996
Dell,Workstation,15.6,8,Nvidia Quadro M1200,2kg,1920x1080,1,0,0,0,2.7,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.0,56953.2
Lenovo,2 in 1 Convertible,14.0,16,Intel HD Graphics 620,1.42kg,2560x1440,0,0,1,0,2.7,1,0,512GB,NaN,SSD,NaN,Windows - 10,1.42,66930.0
Asus,Gaming,17.3,8,Nvidia GeForce GTX 1050,3kg,1920x1080,0,0,0,0,2.8,1,0,1TB,NaN,HDD,NaN,Windows - 10,3.0,277163.39999999997
Asus,Gaming,17.3,16,Nvidia GeForce GTX 1050 Ti,3kg,1920x1080,0,0,0,0,2.8,1,0,256GB,1TB,SSD ,HDD,Windows - 10,3.0,42441.299999999996
Acer,Notebook,15.6,12,Nvidia GeForce MX130,2.2kg,1366x768,1,0,0,0,1.6,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.2,185128.5
MSI,Gaming,17.3,8,Nvidia GeForce GTX 1050 Ti,2.7kg,1920x1080,0,0,0,0,2.8,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.7,35985.9
Dell,Notebook,15.6,8,AMD Radeon R7 M445,2.33kg,1920x1080,0,0,0,0,2.7,1,0,256GB,NaN,SSD,NaN,Linux,2.33,207771.3
HP,Ultrabook,15.6,4,AMD Radeon 520,1.91kg,1920x1080,0,0,0,0,3.0,0,1,256GB,NaN,SSD,NaN,Windows - 10,1.91,133113.0
Lenovo,Notebook,15.6,8,AMD Radeon RX 550,2.1kg,1920x1080,1,0,0,0,1.8,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.1,32799.6
Lenovo,Notebook,14.0,8,Intel HD Graphics 620,1.9kg,1920x1080,1,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.9,250220.69999999998
Dell,Workstation,15.6,8,Nvidia Quadro M1200,1.78kg,3840x2160,0,0,1,0,2.8,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.78,72345.3
Lenovo,Ultrabook,14.0,16,Intel HD Graphics 620,1.13kg,2560x1440,1,0,0,0,2.7,1,0,1TB,NaN,SSD,NaN,Windows - 10,1.13,70024.5
Lenovo,Notebook,15.6,4,Intel HD Graphics 500,2.2kg,1366x768,0,0,0,0,1.1,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.2,81628.5
Asus,Gaming,17.3,16,Nvidia GeForce GTX 1050,2.9kg,1920x1080,0,0,0,0,2.8,1,0,256GB,1TB,SSD ,HDD,Windows - 10,2.9,40787.4
Lenovo,Notebook,15.6,8,AMD Radeon RX 550,2.1kg,1920x1080,1,0,0,0,1.6,1,0,256GB,1TB,SSD ,HDD,Windows - 10,2.1,30530.399999999998
Acer,Notebook,15.6,8,Nvidia GeForce GTX 1050,2.5kg,1920x1080,0,0,0,0,2.8,1,0,256GB,NaN,SSD,NaN,Linux,2.5,234481.8
MSI,Gaming,17.3,16,Nvidia GeForce GTX 1070,2.8kg,1920x1080,0,0,0,0,2.8,1,0,256GB,1TB,SSD ,HDD,Windows - 10,2.8,59994.299999999996
Asus,Ultrabook,14.0,8,Intel HD Graphics 620,1.10kg,1920x1080,0,0,0,0,2.7,1,0,512GB,NaN,SSD,NaN,Windows - 10,1.1,49964.1
Toshiba,Ultrabook,13.3,16,Intel HD Graphics 520,1.2kg,1920x1080,0,0,0,0,2.5,1,0,512GB,NaN,SSD,NaN,Windows - 10,1.2,46602.9
Dell,Ultrabook,14.0,8,Intel HD Graphics,1.36kg,1920x1080,0,0,0,0,2.8,1,0,512GB,NaN,SSD,NaN,Windows - 10,1.36,44815.5
Lenovo,Notebook,15.6,4,Intel HD Graphics 520,2.2kg,1920x1080,0,0,0,0,2.0,1,0,500GB,NaN,HDD,NaN,Windows - 10,2.2,109104.59999999999
Lenovo,Notebook,11.6,2,Intel HD Graphics 500,1.15kg,1366x768,0,0,0,0,1.1,1,0,32GB,NaN,Flash Storage,NaN,Windows - 10,1.15,81214.8
Lenovo,Workstation,15.6,8,Nvidia Quadro M1200,2.67kg,1920x1080,0,0,0,0,2.8,1,0,512GB,NaN,SSD,NaN,Windows - 10,2.67,51351.299999999996
Lenovo,Ultrabook,14.0,8,Nvidia GeForce GT 940MX,1.7kg,2560x1440,1,0,0,0,2.8,1,0,512GB,NaN,SSD,NaN,Windows - 10,1.7,51831.299999999996
HP,Notebook,15.6,4,AMD Radeon 520,2.1kg,1920x1080,0,0,0,0,2.0,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.1,125110.2
Acer,2 in 1 Convertible,13.3,8,Intel HD Graphics 520,1.6kg,1920x1080,1,0,1,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.6,210476.1
Asus,2 in 1 Convertible,13.3,8,Intel HD Graphics 620,1.27kg,1920x1080,1,0,1,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.27,247553.09999999998
Dell,Notebook,15.6,4,AMD Radeon R5 M430,2.3kg,1920x1080,0,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Linux,2.3,159762.3
Dell,Notebook,13.3,4,Intel HD Graphics 520,1.65kg,1366x768,0,0,0,0,2.0,1,0,128GB,NaN,SSD,NaN,Windows - 10,1.65,183797.4
HP,Ultrabook,14.0,8,Intel HD Graphics 520,1.43kg,1920x1080,0,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.43,40014.0
Dell,Notebook,15.6,8,Intel HD Graphics 620,2.14kg,1366x768,0,0,0,0,2.5,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.14,144036.9
Lenovo,Ultrabook,14.0,8,AMD Radeon RX 550,1.75kg,1920x1080,1,0,0,0,1.8,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.75,32421.3
Lenovo,2 in 1 Convertible,15.6,16,Nvidia GeForce GTX 1050,2kg,3840x2160,1,0,1,0,2.8,1,0,512GB,NaN,SSD,NaN,Windows - 10,2.0,50657.7
Chuwi,Notebook,12.3,6,Intel HD Graphics 500,1.4kg,2736x1824,1,1,0,0,1.1,1,0,64GB,NaN,Flash Storage,NaN,Windows - 10,1.4,119775.0
HP,Notebook,15.6,8,Intel HD Graphics 630,2.31kg,1920x1080,0,0,0,0,2.9,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.31,38066.4
Asus,Notebook,15.6,8,Nvidia GeForce 940MX,2.3kg,1920x1080,0,0,0,0,2.4,1,0,1TB,NaN,HDD,NaN,Linux,2.3,159255.6
Dell,Gaming,17.3,16,Nvidia GeForce GTX 1070,4.42kg,2560x1440,1,0,0,0,2.9,1,0,256GB,1TB,SSD ,HDD,Windows - 10,4.42,74666.09999999999
Dell,Gaming,15.6,8,Nvidia GeForce GTX 1050 Ti,2.62kg,1920x1080,1,0,0,0,2.8,1,0,128GB,1TB,SSD ,HDD,Windows - 10,2.62,30917.399999999998
Dell,Notebook,15.6,8,AMD Radeon 530,2.02kg,1920x1080,0,0,0,0,1.8,1,0,256GB,2TB,SSD ,HDD,Windows - 10,2.02,30474.6
Dell,Ultrabook,14.0,8,Intel HD Graphics 620,1.6kg,1920x1080,0,0,0,0,2.8,1,0,256GB,NaN,SSD,NaN,Linux,1.6,293169.0
HP,Gaming,17.3,12,Nvidia GeForce GTX 1070,3.35kg,1920x1080,0,0,0,0,2.8,1,0,256GB,1TB,SSD ,HDD,Windows - 10,3.35,53325.299999999996
Mediacom,2 in 1 Convertible,11.6,4,Intel HD Graphics 500,1.16kg,1920x1080,1,0,1,0,1.1,1,0,32GB,NaN,SSD,NaN,Windows - 10,1.16,79761.0
Samsung,Netbook,11.6,4,Intel HD Graphics 400,1.15kg,1366x768,0,0,0,0,1.6,1,0,16GB,NaN,Flash Storage,NaN,Chrome OS,1.15,71758.2
Lenovo,Notebook,13.3,8,Intel HD Graphics 620,1.4kg,1920x1080,1,0,0,0,2.7,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.4,269427.6
Lenovo,Notebook,14.0,4,Intel HD Graphics 620,1.7kg,1920x1080,1,0,0,0,2.7,1,0,128GB,NaN,SSD,NaN,Windows - 10,1.7,159789.0
Lenovo,Workstation,15.6,16,Nvidia GeForce 940MX,2.3kg,3840x2160,1,0,0,0,2.8,1,0,512GB,NaN,SSD,NaN,Windows - 10,2.3,65222.7
Lenovo,Notebook,15.6,16,Nvidia Quadro M2200M,2.5kg,1920x1080,0,0,0,0,2.9,1,0,512GB,NaN,SSD,NaN,Windows - 10,2.5,65329.5
Asus,Gaming,17.3,8,AMD Radeon RX 580,3.2kg,1920x1080,0,0,0,0,3.2,0,1,256GB,1TB,SSD ,HDD,Windows - 10,3.2,45215.7
HP,Notebook,15.6,4,Intel HD Graphics 400,2.1kg,1366x768,0,0,0,0,1.6,1,0,500GB,NaN,HDD,NaN,Windows - 10,2.1,92565.59999999999
Google,Ultrabook,12.3,16,Intel HD Graphics 615,1.1kg,2400x1600,0,0,1,0,1.3,1,0,512GB,NaN,SSD,NaN,Chrome OS,1.1,58660.5
Lenovo,Ultrabook,14.0,24,Intel HD Graphics 620,1.32kg,2560x1440,0,0,0,0,2.7,1,0,512GB,NaN,SSD,NaN,Windows - 10,1.32,63542.1
Asus,Notebook,15.6,4,Intel HD Graphics 620,2kg,1920x1080,0,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Linux,2.0,149118.6
Lenovo,Notebook,17.3,8,AMD Radeon R4,2.8kg,1600x900,0,0,0,0,2.5,0,1,1TB,NaN,HDD,NaN,Windows - 10,2.8,138448.19999999998
Dell,Notebook,15.6,4,AMD Radeon 530,2.2kg,1920x1080,0,0,0,0,1.6,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.2,199803.0
Lenovo,Ultrabook,12.5,8,Intel HD Graphics 620,1.36kg,1920x1080,1,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.36,38119.799999999996
Lenovo,Notebook,15.6,4,Intel HD Graphics 505,2.2kg,1920x1080,0,0,0,0,1.1,1,0,128GB,NaN,SSD,NaN,Windows - 10,2.2,93099.0
HP,Gaming,15.6,8,Nvidia GeForce GTX 1050,2.2kg,1920x1080,1,0,0,0,2.8,1,0,128GB,1TB,SSD ,HDD,Windows - 10,2.2,293169.0
Dell,Notebook,14.0,8,Nvidia GeForce 930MX,1.64kg,1920x1080,0,0,0,0,2.8,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.64,31450.8
Acer,Notebook,15.6,4,Intel HD Graphics 620,2.4kg,1366x768,0,0,0,0,2.5,1,0,500GB,NaN,HDD,NaN,Linux,2.4,117854.4
Dell,Workstation,15.6,8,Nvidia Quadro M620,2.23kg,1920x1080,0,0,0,0,3.0,1,0,64GB,1TB,Flash Storage ,HDD,Windows - 10,2.23,53165.1
MSI,Gaming,15.6,8,Nvidia GeForce GTX 1050,2.2kg,1920x1080,0,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.2,274159.8
Microsoft,Ultrabook,13.5,16,Intel Iris Plus Graphics 640,1.25kg,2256x1504,0,0,1,0,2.5,1,0,512GB,NaN,SSD,NaN,Windows - 10 S,1.25,69063.9
HP,Notebook,15.6,8,Intel HD Graphics 620,1.91kg,1366x768,0,0,0,0,2.5,1,0,128GB,NaN,SSD,NaN,Windows - 10,1.91,157121.4
Dell,Workstation,15.6,16,Nvidia Quadro M620,2.17kg,1920x1080,1,0,0,0,2.7,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.17,52685.1
HP,Workstation,15.6,8,Intel HD Graphics 620,2.31kg,1920x1080,1,0,0,0,2.9,1,0,512GB,NaN,SSD,NaN,Windows - 10,2.31,40920.9
Lenovo,Notebook,14.0,8,Intel HD Graphics 620,1.65kg,1920x1080,0,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.65,35879.1
Dell,Notebook,15.6,8,AMD Radeon 530,2.36kg,1920x1080,0,0,0,0,1.8,1,0,128GB,1TB,SSD ,HDD,Windows - 10,2.36,261157.8
Dell,2 in 1 Convertible,11.6,4,Intel HD Graphics 405,1.47kg,1366x768,0,0,1,0,1.6,1,0,500GB,NaN,HDD,NaN,Windows - 10,1.47,127777.79999999999
Dell,Notebook,17.3,8,Nvidia GeForce GTX 1060,4.42kg,1920x1080,1,0,0,0,2.7,1,0,1TB,NaN,HDD,NaN,Windows - 10,4.42,54579.0
Microsoft,Ultrabook,13.5,4,Intel HD Graphics 615,1.252kg,2256x1504,0,0,1,0,2.2,1,0,128GB,NaN,SSD,NaN,Windows - 10 S,1.252,263825.39999999997
Microsoft,Ultrabook,13.5,8,Intel Iris Plus Graphics 640,1.25kg,2256x1504,0,0,1,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10 S,1.25,47990.1
HP,Notebook,17.3,8,Intel HD Graphics 520,2.5kg,1600x900,0,0,0,0,2.0,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.5,170699.69999999998
Acer,Notebook,15.6,4,Nvidia GeForce 940MX,2.23kg,1920x1080,0,0,0,0,2.0,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.23,145117.19999999998
Acer,Netbook,11.6,4,Intel HD Graphics 400,1.4kg,1366x768,0,0,0,0,1.6,1,0,128GB,NaN,SSD,NaN,Windows - 10,1.4,116040.59999999999
